Renorun SKU,Feb 4,Feb 11,Feb 18,Feb 25,Mar 4,Mar 11,Mar 18,Mar 25,Apr 1,Apr 8,Apr 15,Apr 22,Apr 29,May 6,May 13,May 20,May 27,Jun 3,Jun 10,Jun 17,Jun 24,Jul 1,Jul 8,Jul 15
1000003683,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2909002922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100
1000002578,37,37,37,37,37,37,37,97,105,105,105,105,105,103,103,103,102,100,100,100,100,101,101,101
1000005913,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,22,22,22,100,100,100,100,100
1000005914,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,19,19,19,100,100,100,100,100
1000001926,62,60,60,50,50,50,50,200,200,200,200,200,200,200,200,200,100,96,100,100,100,87,87,87
1000005901,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000005925,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000001931,50,50,50,50,50,50,50,50,49,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100
1000002835,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002893,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,29,29,29
1000001710,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002902,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50
1000002856,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002857,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002859,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002855,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002865,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002866,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002867,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002850,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000002851,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1903000823,16,16,16,16,11,11,9,7,6,100,106,106,100,100,100,100,100,100,100,100,100,64,62,62
2909003276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100
2909003278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100
2909003295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100
2909003298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100
2909003299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100
2909003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100
2909003309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100
1101000641,1251,1160,1039,999,938,787,591,504,761,616,465,314,199,0,0,0,0,873,570,100,100,124,501,334
1000005609,74,74,74,74,74,74,64,64,64,64,64,64,62,62,62,58,58,58,58,100,100,93,73,63
1000001321,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,100,100,100,100,50,50,50
1000005993,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0
1000001344,205,205,205,205,199,199,199,199,199,199,199,199,199,198,198,198,198,180,100,100,100,100,100,100
1000001365,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,100,100,100,100,100,72
1000001362,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,100,100,100,100,100,100
2909000593,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2909000606,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2909000607,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000005994,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000005996,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000005998,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000005999,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000006001,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95
1000006004,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1000003994,110,110,110,110,110,109,108,106,106,106,104,104,104,104,100,99,99,99,99,99,99,88,88,88
1503000808,17,17,17,17,17,13,13,12,12,9,7,21,18,0,32,22,19,138,130,99,99,84,78,67
1000001575,16,16,16,12,12,11,9,7,7,7,7,7,7,5,5,1,1,0,100,99,99,98,93,92
1303000553,0,48,46,40,34,38,38,38,38,35,27,24,22,125,101,104,104,103,99,99,99,88,78,75
2909003308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,99,99,99,99,99,99
1000005621,0,33,33,14,14,14,14,14,0,33,19,17,16,0,0,0,0,0,99,99,99,90,43,91
1000001934,50,50,50,50,50,50,50,50,50,50,50,50,50,98,98,98,98,98,98,98,98,98,98,98
1000005781,0,0,0,0,0,0,0,0,0,104,104,104,104,104,100,104,104,197,99,98,98,86,86,82
1000003535,18,18,18,16,16,16,16,16,16,20,18,18,18,18,100,100,100,100,97,97,97,18,18,18
1000002275,5,5,5,0,0,48,48,48,48,47,96,96,96,96,97,97,97,97,95,97,97,97,97,97
1000001354,56,51,56,59,59,59,49,49,5,0,0,0,0,0,0,150,150,100,97,97,97,40,40,40
1000001611,111,111,111,111,111,108,108,108,108,108,98,98,96,96,96,96,96,96,96,96,96,13,13,13
1000006195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,12,12,12
1000004793,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
1501000767,231,229,229,229,225,224,214,179,169,225,213,201,184,171,105,92,92,168,97,96,96,68,65,121
1000002834,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,70,70,70
1000002833,96,96,96,96,96,96,96,96,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96
1000005777,0,0,0,0,0,0,0,96,96,96,96,96,96,95,95,96,96,191,96,96,96,91,91,91
1000005816,0,0,0,0,0,0,0,112,112,112,112,110,96,96,96,113,113,168,96,96,96,87,87,89
1000005810,0,0,0,0,0,0,0,96,96,96,96,96,96,95,95,96,96,188,96,96,96,87,87,87
1000001395,13,10,9,49,47,46,45,44,42,38,38,102,103,101,101,99,98,119,96,96,96,53,52,52
1002000093,77,60,195,148,84,72,69,144,72,83,264,241,205,158,84,85,143,133,132,95,95,72,52,39
1000001612,109,107,107,107,106,100,100,100,98,98,97,97,97,97,97,97,97,97,97,95,95,23,21,21
1000003682,99,99,99,99,97,97,97,97,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
1000002897,100,100,100,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,81,81,81
1000001374,23,23,23,23,23,23,23,23,21,21,55,99,99,99,99,99,88,85,85,94,94,90,89,84
1000002681,94,94,94,94,94,94,94,94,94,94,94,94,93,93,93,93,93,93,93,93,93,93,93,93
1702000015,105,105,105,105,105,105,105,105,105,99,97,97,97,97,95,95,95,93,93,93,93,31,31,31
2909002527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,93,93,33,411,411
1000005636,68,63,57,53,130,118,107,92,81,55,37,8,27,9,0,0,0,96,93,93,93,0,0,147
1003000051,0,0,0,0,0,13,15,4,2,101,101,99,99,97,97,97,97,97,94,92,92,87,89,89
1000003536,27,27,27,27,22,20,20,16,16,15,15,5,1,50,100,92,92,92,92,92,92,158,258,259
1000004037,94,94,94,94,94,94,94,94,94,94,94,94,94,94,85,92,92,92,92,92,92,7,7,6
1000005779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,192,96,92,92,69,67,67
1000003026,96,96,94,94,94,94,94,94,94,94,94,94,94,94,94,94,91,91,91,91,91,91,91,91
1000001921,44,44,44,44,44,44,44,44,144,144,144,144,144,144,144,144,144,106,91,91,91,229,229,229
1000001407,15,13,10,56,50,49,49,45,38,35,34,35,33,33,33,32,30,28,35,91,91,30,30,29
1000003542,21,21,21,119,119,119,107,107,107,107,107,107,103,99,99,99,94,90,90,90,90,23,23,23
1000006197,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,83,83,83
1000002538,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,45,101,101,90,90,69,69,69
1000002810,156,156,156,156,156,156,150,150,150,150,150,150,150,150,112,112,102,90,90,90,90,70,70,70
1000003345,20,3,2,2,2,0,0,0,0,20,20,30,30,70,120,90,89,89,89,89,89,19,19,19
1702000017,153,153,153,153,153,148,148,148,148,148,136,118,109,106,95,89,89,89,89,89,89,72,59,63
1101000694,0,0,0,0,0,0,0,0,0,210,229,219,219,219,219,203,192,183,106,89,89,129,63,71
2909001774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,88,88,88
1000002858,100,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
1000001392,31,30,27,21,17,12,8,7,10,16,16,99,96,96,94,93,92,144,89,88,88,80,77,76
1803001036,23,21,19,15,15,9,7,7,0,0,0,0,0,30,100,98,95,93,93,87,87,20,20,20
1603000491,0,0,0,0,0,0,0,30,29,100,100,100,100,99,96,95,95,94,92,87,87,38,38,37
1000003544,25,27,27,27,27,27,23,12,12,12,102,102,102,102,102,102,97,97,97,87,87,12,12,12
1304000582,98,88,76,74,67,65,61,56,51,51,51,49,49,50,41,87,87,87,87,87,87,5,5,5
1000001905,35,35,35,35,35,35,31,34,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
1302000596,19,34,83,63,52,69,65,12,90,89,82,170,165,163,126,117,117,113,98,87,87,73,60,46
1000001391,10,29,29,23,20,16,9,4,1,15,14,84,84,83,98,95,95,134,91,87,87,36,33,30
1000002904,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,86,86,32,32,32
1601000441,16,16,16,16,16,16,15,14,14,14,14,72,71,107,106,104,95,96,89,86,86,87,85,79
1000001397,22,21,20,20,17,17,15,13,12,12,11,94,93,92,92,92,92,109,90,86,86,29,27,25
1000005835,0,0,0,0,0,0,0,0,87,87,87,87,86,85,85,85,85,85,85,85,85,85,85,85
1000005902,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,85,85,85,85,85
1000002903,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,54,54,54
1101000639,314,162,130,108,643,2283,2041,1986,1537,1301,1196,943,652,288,207,1258,1057,896,720,85,85,141,599,282
1000001342,75,75,75,75,75,75,75,75,75,75,125,125,125,125,125,125,125,100,100,85,85,0,0,0
1000003520,32,32,32,32,30,30,30,30,30,30,30,14,14,105,85,85,85,88,88,84,84,14,12,12
1000005843,0,0,0,0,0,0,0,0,84,84,84,84,84,84,84,84,79,79,84,84,84,79,79,79
1000005700,0,6,12,12,12,24,24,24,24,24,24,24,24,24,24,19,19,19,4,84,84,4,46,42
1602000374,164,164,159,158,158,153,152,152,148,142,138,133,130,125,114,111,106,93,89,83,83,66,60,53
1306000611,48,47,46,46,44,43,42,40,34,15,100,97,97,96,91,90,90,90,87,83,83,56,43,39
1204000933,52,47,47,46,38,80,77,68,63,51,40,35,27,26,9,89,87,83,81,82,82,151,144,120
1000005723,0,15,24,24,24,24,24,24,24,24,24,24,24,23,23,9,9,9,100,82,82,78,78,78
1907000922,83,83,83,79,79,67,67,64,64,61,61,53,53,30,17,17,105,99,82,82,82,76,74,74
1000001919,35,34,30,30,30,30,30,30,30,28,28,28,24,24,14,14,14,12,12,81,81,109,106,98
1001000069,524,144,62,106,16,136,65,64,0,0,22,0,0,0,0,0,80,80,80,80,80,65,63,49
2909004259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,78,80,80,78,78,78
1000005892,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,5,5,25,80,80,80,80,76
1000005783,0,0,0,0,0,0,0,80,80,80,80,80,76,74,73,80,80,153,80,80,80,73,73,69
2909003265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,80,80,80,80,80,60
2909003258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80
1907000923,53,42,35,24,15,8,1,0,76,63,44,26,150,147,130,122,109,95,86,79,79,57,60,61
1000005675,0,2,1,1,0,0,0,0,0,0,112,112,108,105,102,98,98,97,97,79,79,76,75,75
1302000598,136,131,128,128,122,202,135,130,130,130,170,170,169,149,129,129,99,99,99,79,79,58,58,49
1000002682,29,29,22,21,18,17,14,4,4,4,4,3,78,78,80,80,80,79,75,78,78,78,78,78
1002000096,45,32,17,10,4,0,0,95,84,48,32,70,61,47,17,101,94,61,24,78,78,144,123,90
1000005784,0,0,0,0,0,0,0,80,80,80,80,80,80,80,78,80,80,141,78,78,78,78,78,70
1000005722,0,24,24,24,24,24,24,24,24,24,24,24,24,21,21,13,13,13,78,78,78,13,13,13
1000002890,90,90,90,90,90,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,63,57,27
1000001419,24,24,24,24,24,24,24,24,24,24,36,65,82,81,81,81,81,111,79,78,78,35,35,35
1000003033,90,90,90,90,90,90,90,90,90,90,88,88,78,76,76,76,76,76,76,76,76,30,30,30
1000001993,14,14,14,14,14,14,13,13,13,13,8,8,8,8,8,76,76,79,76,76,76,76,76,76
1000004109,180,180,180,180,133,86,86,86,86,63,61,61,61,51,0,0,0,0,90,76,76,0,0,44
1605000510,105,104,100,94,91,73,26,0,72,69,67,67,61,60,59,59,58,80,79,76,76,69,69,69
1306000605,32,31,112,111,111,111,116,116,112,110,108,97,96,80,80,79,79,79,75,75,75,14,14,14
1000005841,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,74,74,75,75,75,74,74,74
1000001920,27,27,22,22,22,20,14,14,14,14,4,4,1,50,50,75,75,75,75,75,75,75,75,75
1000006580,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,149,75,75,75,75,75,75
1000006581,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
1000003342,8,100,95,95,95,95,94,88,84,82,77,77,77,77,77,77,77,77,73,74,74,74,74,74
1000005716,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,74,74,74,30,30,30
1301000535,0,0,0,0,0,0,24,24,24,36,36,35,35,77,79,79,79,74,74,74,74,74,74,74
1003000049,39,18,18,104,154,154,149,134,134,127,129,129,129,128,128,128,128,128,126,73,73,67,67,67
1306000609,94,91,91,91,90,89,90,86,85,81,79,79,75,75,76,76,75,74,73,73,73,73,70,66
1000005838,0,0,0,0,0,0,0,0,77,77,77,77,77,77,73,73,73,73,73,73,73,73,73,73
1000002771,45,45,45,45,45,45,45,45,45,125,125,125,125,89,81,71,71,76,76,73,73,70,68,66
1000001610,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,12,12,12
1000002650,62,62,62,62,62,62,62,57,57,72,72,72,72,72,72,72,72,72,72,72,72,72,72,69
2909001214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
2909001223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
1304000573,30,30,20,20,7,7,0,15,15,15,10,15,15,51,51,51,51,51,51,72,72,29,29,29
2909001775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72
1001000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,97,72,72,72,36,7
1000002937,4,4,14,73,73,73,73,73,73,73,73,73,73,73,73,73,72,72,72,72,72,72,70,70
1000005876,0,0,0,0,0,0,0,240,240,240,240,240,230,230,222,182,182,142,142,72,72,374,374,379
1000006155,0,0,0,0,0,0,0,24,24,24,24,24,24,24,72,72,72,72,72,72,72,72,72,72
1000006506,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72
1000003955,22,22,22,22,22,22,22,22,22,72,72,72,72,72,72,72,72,95,72,72,72,72,70,70
1000005583,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
1003000055,74,21,102,170,161,158,149,150,171,164,153,111,104,102,101,96,88,87,85,71,71,110,101,103
2909001215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,71,71,71,71,71,71
1000001578,0,52,52,52,42,42,42,42,0,40,31,31,131,127,83,83,80,80,80,71,71,71,71,71
1103001250,47,36,0,0,0,2,0,90,84,76,175,159,137,120,110,111,96,90,68,71,71,35,0,15
1000003034,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,48,48,48,70,70,70,7,7,7
1000003344,70,70,70,70,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,5,5
1000001961,11,11,11,11,11,11,11,11,11,11,9,9,8,8,11,11,10,10,60,70,70,5,5,5
1000005275,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
1000002936,35,35,105,105,105,105,105,105,105,105,105,105,105,105,105,105,35,35,70,70,70,0,0,0
1000005610,90,90,90,90,90,90,90,90,90,90,90,89,89,89,89,89,70,70,70,70,70,63,63,57
1000002587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,70,70,0,0,0
1000002680,68,68,68,68,68,67,67,66,66,66,66,66,66,66,72,72,69,69,69,69,69,57,57,57
1000002649,12,12,12,12,12,12,12,12,12,72,72,72,72,71,71,70,70,70,69,69,69,69,69,69
1204000932,54,46,51,41,32,24,37,36,29,142,135,132,125,120,103,95,92,84,74,69,69,163,159,130
2909002529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,69,69,69,69,64
1000001376,30,29,29,29,29,29,29,29,29,28,76,76,76,75,74,74,73,89,71,69,69,65,62,59
1000001364,64,64,64,64,64,64,64,71,71,71,71,71,71,71,71,71,71,58,69,69,69,69,69,69
1000003409,9,70,70,70,70,70,70,70,70,70,68,68,68,68,68,68,68,68,68,68,68,7,3,3
1000006006,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,68,68,68,68,68,68,68
1000001923,42,42,41,41,41,41,41,39,62,64,64,64,64,64,64,46,46,67,46,67,67,67,67,67
1000001609,68,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,43,43,43
1000001411,33,49,44,38,27,23,17,11,10,7,6,130,129,126,122,68,65,80,70,66,66,60,54,51
1000001422,29,26,24,23,22,20,19,17,15,14,16,73,71,71,70,70,70,68,67,65,65,49,48,48
1000001619,42,42,42,42,42,42,68,68,66,66,66,66,72,70,64,64,64,64,64,64,64,18,18,18
2909001777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64
1000002894,73,73,73,73,72,72,72,72,72,72,72,72,72,72,66,66,66,66,66,64,64,34,34,34
1503001068,52,52,52,52,52,52,52,48,48,30,29,25,67,65,60,54,50,73,73,63,63,61,61,55
1000005786,0,0,0,0,0,0,0,64,64,64,64,64,64,64,62,64,64,122,63,63,63,63,63,36
1000005818,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,13,17,13,63,63,5,5,5
1000001461,32,32,32,52,51,50,50,50,48,48,47,68,68,65,65,65,64,64,64,63,63,28,27,26
1000003662,14,69,69,69,69,66,64,64,64,64,64,64,64,64,64,62,62,62,62,62,62,10,10,10
2909003259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,71,71,62,62,48,48,36
1000005631,11,44,44,44,44,44,44,44,44,34,35,35,35,40,62,62,62,62,62,62,62,62,50,27
1805000338,0,0,0,0,0,0,60,60,60,57,57,57,75,71,71,68,68,68,67,61,61,61,61,59
1000002898,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
1000002757,33,33,33,27,27,22,20,20,19,10,10,70,70,70,65,65,65,65,64,61,61,61,61,61
1000001468,10,10,9,4,4,3,3,2,20,19,19,18,18,18,18,16,16,16,21,61,61,20,19,17
1000001404,16,16,15,15,14,10,9,8,7,7,6,16,25,25,24,24,24,22,61,61,61,27,27,27
1000003551,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,6,60,60,0,0,0
2909002915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60
2909002921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60
1000005645,36,36,36,36,36,36,36,36,36,36,60,60,60,60,60,60,60,60,60,60,60,24,24,24
1000001914,54,54,58,58,58,58,56,56,56,56,56,46,46,38,36,61,61,61,61,60,60,4,4,50
1000005626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,54
1000005230,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1000005232,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1000005231,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1000002885,20,20,20,20,20,20,20,20,20,16,16,16,16,16,16,60,60,60,60,60,60,60,60,60
1000002700,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,60,6,6,6
1000006176,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1000006523,0,0,0,0,0,0,0,0,0,0,30,30,60,60,60,60,60,60,60,60,60,30,30,30
1000003952,32,31,31,31,31,31,21,21,20,60,60,60,60,60,60,60,60,90,60,60,60,60,60,60
1000005614,64,64,64,64,63,63,62,62,61,61,61,61,61,60,60,60,60,60,60,60,60,34,34,34
1000005823,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,112,51,60,60,51,51,41
1000001443,18,18,18,18,17,17,17,17,17,17,17,40,40,40,60,60,60,62,60,60,60,17,17,17
1002000098,65,63,57,46,39,34,32,30,27,22,15,2,0,0,0,66,62,61,56,59,59,54,37,33
1000003362,23,15,9,34,33,27,27,26,26,32,38,18,18,64,64,59,59,59,59,59,59,59,39,39
1000005341,23,21,17,17,12,12,1,0,0,0,0,72,72,72,72,72,67,61,59,59,59,49,46,39
1000002720,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
1000004129,3,3,3,2,2,2,2,2,2,51,51,51,62,60,60,60,59,106,59,59,59,51,51,51
1000003023,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,36,36,36
1000001986,25,25,24,24,24,24,23,23,23,21,21,21,21,21,21,43,43,73,58,58,58,58,55,55
1000002252,0,0,0,0,0,48,48,48,48,72,56,56,56,56,38,38,74,68,58,58,58,58,64,64
1000006321,0,0,0,0,0,0,0,70,70,68,68,68,68,68,61,61,61,58,58,58,58,58,58,58
1000002622,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,58,57,57,55
1000002949,24,24,24,24,24,24,24,24,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
1301000537,7,26,19,14,111,85,75,59,81,142,142,132,170,152,91,90,86,84,72,57,57,31,22,7
2909000619,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,82,57,57,57,57,30,30,30
1000002565,0,0,0,0,0,8,8,8,8,8,8,8,8,8,65,58,58,62,56,56,56,54,54,51
1404000987,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,56,56,56,56,56,56,56,56,56
1000002683,68,65,64,61,59,58,55,54,54,53,52,50,49,48,44,44,44,41,47,56,56,56,56,56
1000003038,70,70,70,70,70,70,70,70,70,70,70,69,59,59,56,56,56,56,56,56,56,34,34,34
1000002057,31,31,33,18,10,58,58,58,58,58,58,58,58,58,58,58,58,58,58,56,56,56,56,56
1701000002,71,71,63,62,57,56,72,65,62,61,59,59,56,56,56,56,56,56,56,56,56,19,19,19
1805000925,28,28,28,28,28,28,28,28,24,24,24,24,24,56,56,56,56,56,56,56,56,56,56,56
2909001635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,56,56,56,52,48,33
2909001637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,55,56,56,56,56,56,56
1000006316,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000006317,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000006325,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000006326,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000006327,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000006382,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000006386,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
1000001351,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,56,56,56,32,32,32
1000001588,10,10,8,8,8,8,7,7,0,0,0,0,0,0,58,54,54,54,55,55,55,52,49,48
1000003531,50,100,100,87,81,77,65,65,65,64,64,64,64,64,64,64,60,56,56,54,54,43,43,43
1000003517,46,46,46,46,46,46,46,46,46,56,56,56,56,54,54,54,54,54,54,54,54,10,10,10
1000005719,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,48,54,54,19,19,19
1000001424,37,37,37,37,37,35,31,30,28,28,59,57,63,61,61,54,54,54,54,54,54,48,48,48
1000002663,7,10,10,10,10,10,10,10,10,10,51,51,50,60,59,58,56,65,55,54,54,53,53,52
1000003354,30,23,23,23,28,28,28,26,26,26,26,26,26,57,57,57,57,57,53,53,53,24,24,24
1000003537,10,34,34,34,34,34,34,30,30,30,30,30,30,30,30,27,27,27,4,53,53,53,53,53
